NSFDC : MEN/WOMEN AND RURAL/URBAN-WISE COVERAGE OF BENEFICIAIRIES AND DISBURSEMENT ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
FINANCIAL YEAR 2026-27 AS ON 31.07.2026,,,,,,,,,,,,,,
FINANCIAL YEAR 2009-2010,,,,,,,,,,,,,,
 l,Particular,Beneficiaries Covered (in Nos.),,,Amount Disbursed   (Rs. in Lakh),,,,Beneficiaries Covered (in Nos.),,,Amount Disbursed   (Rs. in Lakh),,
,,,,,,,,,,,,,,
,,Men,Women,Total,Men,Women,Total,,Rural,Urban,Total,Rural,Urban,Total
,,,,,,,,,,,,,,
1,Term Loan*,9506,4667,14173,6444.66,2476.27,8920.93,,10828,3345,14173,5487.57,3433.36,8920.93
2,Micro Credit Finance,6359,2808,9167,1051.47,513.19,1564.66,,4570,4597,9167,781.29,783.37,1564.6599999999999
3,Mahila Samriddhi Yojana,0,35238,35238,0,4502.94,4502.94,,17620,17618,35238,2251.86,2251.08,4502.9400000000005
4,Shilpi Samriddhi Yojana,235,170,405,70.55,60.1,130.65,,253,152,405,80.35,50.3,130.64999999999998
,,,,,,,,,,,,,,
,Total,16100,42883,58983,7566.68,7552.5,15119.179999999998, ,33271,25712,58983,8601.07,6518.110000000001,15119.18
,,,,,,,,,,,,,,
,* Including Mahila Kissan Yojana Scheme,,,,,,,,,,,,,
,,,,,,,,,,,,,,
FINANCIAL YEAR 2008-2009,,,,,,,,,,,,,,
 l,Particular,Beneficiaries Covered (in Nos.),,,Amount Disbursed   (Rs. in Lakh),,,,Beneficiaries Covered (in Nos.),,,Amount Disbursed   (Rs.in Lakh),,
,,,,,,,,,,,,,,
,,Men,Women,Total,Men,Women,Total,,Rural,Urban,Total,Rural,Urban,Total
,,,,,,,,,,,,,,
1,Term Loan*,10450,4096,14546,8828.12,2072.87,10900.990000000002,,10086,4460,14546,6635.82,4265.17,10900.99
2,Micro Credit Finance,7337,2540,9877,1298.7,444.36,1743.06,,4945,4932,9877,872.67,870.39,1743.06
3,Mahila Samriddhi Yojana,0,12618,12618,0,1889.36,1889.36,,6323,6295,12618,946.7,942.66,1889.3600000000001
,,,, ,,,,,,,,,,
,Total,17787,19254,37041,10126.820000000002,4406.59,14533.410000000002, ,21354,15687,37041,8455.19,6078.22,14533.41
,,,,,,,,,,,,,,
,* Including Mahila Kissan Yojana Scheme,,,,,,,,,,,,,
,,,,,,,,,,,,,,
FINANCIAL YEAR 2007-2008,,,,,,,,,,,,,,
 l,Particular,Beneficiaries Covered (in Nos.),,,Amount Disbursed   (Rs. in Lakh),,,,Beneficiaries Covered (in Nos.),,,Amount Disbursed   (Rs. in Lakh),,
,,,,,,,,,,,,,,
,,Men,Women,Total,Men,Women,Total,,Rural,Urban,Total,Rural,Urban,Total
,,,,,,,,,,,,,,
1,Term Loan,10000,1951,11951,8125.79,1069.7,9195.49,,8913,3038,11951,5882.13,3313.36,9195.49
2,Micro Credit Finance,12905,2718,15623,2008.9,564.02,2572.92,,8788,6835,15623,1384.27,1188.65,2572.92
3,Mahila Samriddhi Yojana,0,16700,16700,0,2548.61,2548.61,,8601,8099,16700,1311.99,1236.62,2548.6099999999997
,,,, ,,,,,,,,,,
,Total,22905,21369,44274,10134.69,4182.33,14317.02, ,26302,17972,44274,8578.39,5738.63,14317.02
,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,, ,,,,,,,,,
